emoji,emoji_name,emoji_status,source,load_datetime
🙅🏻‍♂,:man_gesturing_NO_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙅🏾‍♂️,:man_gesturing_NO_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙅🏾‍♂,:man_gesturing_NO_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙅🏼‍♂️,:man_gesturing_NO_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙅🏼‍♂,:man_gesturing_NO_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙅🏽‍♂️,:man_gesturing_NO_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙅🏽‍♂,:man_gesturing_NO_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆‍♂️,:man_gesturing_OK:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆‍♂,:man_gesturing_OK:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏿‍♂️,:man_gesturing_OK_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏿‍♂,:man_gesturing_OK_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏻‍♂️,:man_gesturing_OK_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏻‍♂,:man_gesturing_OK_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏾‍♂️,:man_gesturing_OK_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏾‍♂,:man_gesturing_OK_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏼‍♂️,:man_gesturing_OK_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏼‍♂,:man_gesturing_OK_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏽‍♂️,:man_gesturing_OK_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙆🏽‍♂,:man_gesturing_OK_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💇‍♂️,:man_getting_haircut:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💇‍♂,:man_getting_haircut:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏿‍♂️,:man_getting_haircut_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏿‍♂,:man_getting_haircut_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏻‍♂️,:man_getting_haircut_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏻‍♂,:man_getting_haircut_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏾‍♂️,:man_getting_haircut_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏾‍♂,:man_getting_haircut_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏼‍♂️,:man_getting_haircut_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏼‍♂,:man_getting_haircut_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏽‍♂️,:man_getting_haircut_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💇🏽‍♂,:man_getting_haircut_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💆‍♂️,:man_getting_massage:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💆‍♂,:man_getting_massage:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏿‍♂️,:man_getting_massage_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏿‍♂,:man_getting_massage_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏻‍♂️,:man_getting_massage_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏻‍♂,:man_getting_massage_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏾‍♂️,:man_getting_massage_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏾‍♂,:man_getting_massage_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏼‍♂️,:man_getting_massage_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏼‍♂,:man_getting_massage_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏽‍♂️,:man_getting_massage_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💆🏽‍♂,:man_getting_massage_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌️‍♂️,:man_golfing:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌‍♂️,:man_golfing:,unqualified,2,2023-06-08 12:04:07.045541+00:00
🏌️‍♂,:man_golfing:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌‍♂,:man_golfing:,unqualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏿‍♂️,:man_golfing_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏿‍♂,:man_golfing_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏻‍♂️,:man_golfing_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏻‍♂,:man_golfing_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏾‍♂️,:man_golfing_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏾‍♂,:man_golfing_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏼‍♂️,:man_golfing_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏼‍♂,:man_golfing_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏽‍♂️,:man_golfing_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏌🏽‍♂,:man_golfing_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💂‍♂️,:man_guard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💂‍♂,:man_guard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏿‍♂️,:man_guard_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏿‍♂,:man_guard_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏻‍♂️,:man_guard_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏻‍♂,:man_guard_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏾‍♂️,:man_guard_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏾‍♂,:man_guard_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏼‍♂️,:man_guard_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏼‍♂,:man_guard_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏽‍♂️,:man_guard_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💂🏽‍♂,:man_guard_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨‍⚕️,:man_health_worker:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨‍⚕,:man_health_worker:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏿‍⚕️,:man_health_worker_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏿‍⚕,:man_health_worker_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍⚕️,:man_health_worker_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍⚕,:man_health_worker_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍⚕️,:man_health_worker_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍⚕,:man_health_worker_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍⚕️,:man_health_worker_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍⚕,:man_health_worker_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍⚕️,:man_health_worker_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍⚕,:man_health_worker_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘‍♂️,:man_in_lotus_position:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘‍♂,:man_in_lotus_position:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏿‍♂️,:man_in_lotus_position_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏿‍♂,:man_in_lotus_position_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏻‍♂️,:man_in_lotus_position_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏻‍♂,:man_in_lotus_position_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏾‍♂️,:man_in_lotus_position_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏾‍♂,:man_in_lotus_position_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏼‍♂️,:man_in_lotus_position_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏼‍♂,:man_in_lotus_position_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏽‍♂️,:man_in_lotus_position_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧘🏽‍♂,:man_in_lotus_position_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨‍🦽,:man_in_manual_wheelchair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏿‍🦽,:man_in_manual_wheelchair_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍🦽,:man_in_manual_wheelchair_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍🦽,:man_in_manual_wheelchair_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍🦽,:man_in_manual_wheelchair_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍🦽,:man_in_manual_wheelchair_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨‍🦼,:man_in_motorized_wheelchair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏿‍🦼,:man_in_motorized_wheelchair_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍🦼,:man_in_motorized_wheelchair_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍🦼,:man_in_motorized_wheelchair_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍🦼,:man_in_motorized_wheelchair_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍🦼,:man_in_motorized_wheelchair_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖‍♂️,:man_in_steamy_room:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖‍♂,:man_in_steamy_room:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏿‍♂️,:man_in_steamy_room_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏿‍♂,:man_in_steamy_room_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏻‍♂️,:man_in_steamy_room_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏻‍♂,:man_in_steamy_room_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏾‍♂️,:man_in_steamy_room_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏾‍♂,:man_in_steamy_room_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏼‍♂️,:man_in_steamy_room_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏼‍♂,:man_in_steamy_room_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏽‍♂️,:man_in_steamy_room_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧖🏽‍♂,:man_in_steamy_room_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵‍♂️,:man_in_tuxedo:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵‍♂,:man_in_tuxedo:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏿‍♂️,:man_in_tuxedo_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏿‍♂,:man_in_tuxedo_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏻‍♂️,:man_in_tuxedo_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏻‍♂,:man_in_tuxedo_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏾‍♂️,:man_in_tuxedo_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏾‍♂,:man_in_tuxedo_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏼‍♂️,:man_in_tuxedo_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏼‍♂,:man_in_tuxedo_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏽‍♂️,:man_in_tuxedo_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤵🏽‍♂,:man_in_tuxedo_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨‍⚖️,:man_judge:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨‍⚖,:man_judge:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏿‍⚖️,:man_judge_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏿‍⚖,:man_judge_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍⚖️,:man_judge_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍⚖,:man_judge_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍⚖️,:man_judge_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍⚖,:man_judge_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍⚖️,:man_judge_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍⚖,:man_judge_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍⚖️,:man_judge_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍⚖,:man_judge_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹‍♂️,:man_juggling:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹‍♂,:man_juggling:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏿‍♂️,:man_juggling_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏿‍♂,:man_juggling_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏻‍♂️,:man_juggling_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏻‍♂,:man_juggling_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏾‍♂️,:man_juggling_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏾‍♂,:man_juggling_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏼‍♂️,:man_juggling_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏼‍♂,:man_juggling_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏽‍♂️,:man_juggling_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏽‍♂,:man_juggling_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎‍♂️,:man_kneeling:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎‍♂,:man_kneeling:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏿‍♂️,:man_kneeling_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏿‍♂,:man_kneeling_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏻‍♂️,:man_kneeling_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏻‍♂,:man_kneeling_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏾‍♂️,:man_kneeling_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏾‍♂,:man_kneeling_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏼‍♂️,:man_kneeling_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏼‍♂,:man_kneeling_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏽‍♂️,:man_kneeling_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏽‍♂,:man_kneeling_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋️‍♂️,:man_lifting_weights:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋‍♂️,:man_lifting_weights:,unqualified,2,2023-06-08 12:04:07.045541+00:00
🏋️‍♂,:man_lifting_weights:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋‍♂,:man_lifting_weights:,unqualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏿‍♂️,:man_lifting_weights_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏿‍♂,:man_lifting_weights_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏻‍♂️,:man_lifting_weights_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏻‍♂,:man_lifting_weights_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏾‍♂️,:man_lifting_weights_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏾‍♂,:man_lifting_weights_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏼‍♂️,:man_lifting_weights_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏼‍♂,:man_lifting_weights_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏽‍♂️,:man_lifting_weights_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏽‍♂,:man_lifting_weights_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻,:man_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍🦲,:man_light_skin_tone_bald:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏻‍♂️,:man_light_skin_tone_beard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏻‍♂,:man_light_skin_tone_beard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏻‍♂️,:man_light_skin_tone_blond_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏻‍♂,:man_light_skin_tone_blond_hair:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍🦱,:man_light_skin_tone_curly_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍🦰,:man_light_skin_tone_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍🦳,:man_light_skin_tone_white_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙‍♂️,:man_mage:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙‍♂,:man_mage:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏿‍♂️,:man_mage_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏿‍♂,:man_mage_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏻‍♂️,:man_mage_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏻‍♂,:man_mage_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏾‍♂️,:man_mage_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏾‍♂,:man_mage_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏼‍♂️,:man_mage_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏼‍♂,:man_mage_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏽‍♂️,:man_mage_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏽‍♂,:man_mage_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨‍🔧,:man_mechanic:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏿‍🔧,:man_mechanic_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏻‍🔧,:man_mechanic_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍🔧,:man_mechanic_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍🔧,:man_mechanic_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍🔧,:man_mechanic_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾,:man_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍🦲,:man_medium-dark_skin_tone_bald:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏾‍♂️,:man_medium-dark_skin_tone_beard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏾‍♂,:man_medium-dark_skin_tone_beard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏾‍♂️,:man_medium-dark_skin_tone_blond_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏾‍♂,:man_medium-dark_skin_tone_blond_hair:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍🦱,:man_medium-dark_skin_tone_curly_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍🦰,:man_medium-dark_skin_tone_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏾‍🦳,:man_medium-dark_skin_tone_white_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼,:man_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍🦲,:man_medium-light_skin_tone_bald:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏼‍♂️,:man_medium-light_skin_tone_beard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏼‍♂,:man_medium-light_skin_tone_beard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏼‍♂️,:man_medium-light_skin_tone_blond_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏼‍♂,:man_medium-light_skin_tone_blond_hair:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍🦱,:man_medium-light_skin_tone_curly_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍🦰,:man_medium-light_skin_tone_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏼‍🦳,:man_medium-light_skin_tone_white_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽,:man_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍🦲,:man_medium_skin_tone_bald:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏽‍♂️,:man_medium_skin_tone_beard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏽‍♂,:man_medium_skin_tone_beard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏽‍♂️,:man_medium_skin_tone_blond_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏽‍♂,:man_medium_skin_tone_blond_hair:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍🦱,:man_medium_skin_tone_curly_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍🦰,:man_medium_skin_tone_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👨🏽‍🦳,:man_medium_skin_tone_white_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵‍♂️,:man_mountain_biking:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵‍♂,:man_mountain_biking:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏿‍♂️,:man_mountain_biking_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏿‍♂,:man_mountain_biking_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏻‍♂️,:man_mountain_biking_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏻‍♂,:man_mountain_biking_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏾‍♂️,:man_mountain_biking_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
